sell	buy	open_trade	close_trade
0.0	1.0	True	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	1.0	False	False
0.0	0.0	False	False
0.0	0.0	False	False
0.0	0.0	False	False
0.0	0.0	False	False
0.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
-1.0	0.0	False	False
